contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry,type,mid,pull_date,spread,spread_mid_ratio,S0,dividend_yield,q,r,T,iv_own,iv_diff
SPY260708C00710000,2026-07-02 16:09:24+00:00,710.0,34.51,33.07,36.58,7.789999,29.154188,111.0,48,0.3508365698242187,True,REGULAR,USD,2026-07-08,call,34.825,2026-07-04,3.51,0.1007896626,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,,
SPY260708C00717000,2026-06-26 15:38:42+00:00,717.0,22.6,26.14,29.65,0.0,0.0,22.0,66,0.3024972094726562,True,REGULAR,USD,2026-07-08,call,27.895,2026-07-04,3.51,0.1258290016,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,,
SPY260708C00719000,2026-06-26 13:30:17+00:00,719.0,16.31,24.17,27.68,0.0,0.0,4.0,4,0.2887034020996093,True,REGULAR,USD,2026-07-08,call,25.925,2026-07-04,3.51,0.1353905497,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,,
SPY260708C00720000,2026-07-02 14:21:34+00:00,720.0,25.2,23.19,26.7,-3.8499985,-13.253008,15.0,4,0.2819896020507812,True,REGULAR,USD,2026-07-08,call,24.945,2026-07-04,3.51,0.140709561,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,,
SPY260708C00721000,2026-07-02 19:33:37+00:00,721.0,22.31,22.21,25.72,-4.5600014,-16.970604,91.0,2,0.2752147674560546,True,REGULAR,USD,2026-07-08,call,23.965,2026-07-04,3.51,0.1464635927,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,,
SPY260708C00723000,2026-07-02 19:43:14+00:00,723.0,20.62,21.47,22.23,-4.3399982,-17.387815,1.0,20,0.1711508666992187,True,REGULAR,USD,2026-07-08,call,21.85,2026-07-04,0.76,0.0347826087,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,,
SPY260708C00725000,2026-07-02 17:41:40+00:00,725.0,17.05,19.56,20.3,-5.8500004,-25.545853,3.0,12,0.1643149975585937,True,REGULAR,USD,2026-07-08,call,19.93,2026-07-04,0.74,0.03712995484,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,,
SPY260708C00726000,2026-07-02 14:44:27+00:00,726.0,21.48,18.61,19.34,0.1800003,0.84507185,1.0,14,0.1608970629882812,True,REGULAR,USD,2026-07-08,call,18.975,2026-07-04,0.73,0.03847167325,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,,
SPY260708C00727000,2026-07-02 20:05:01+00:00,727.0,18.13,17.68,18.39,-0.040000916,-0.22014813,82.0,83,0.1578453356933593,True,REGULAR,USD,2026-07-08,call,18.035,2026-07-04,0.71,0.03936789576,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.10798499262093623,-0.049860343072423055
SPY260708C00728000,2026-07-02 15:05:36+00:00,728.0,14.17,16.76,17.44,-6.2299995,-30.539215,5.0,37,0.1544274011230469,True,REGULAR,USD,2026-07-08,call,17.1,2026-07-04,0.68,0.03976608187,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.1181121208222225,-0.0363152803008244
SPY260708C00729000,2026-06-30 19:59:33+00:00,729.0,19.58,15.83,16.5,0.0,0.0,6.0,349,0.151375673828125,True,REGULAR,USD,2026-07-08,call,16.165,2026-07-04,0.67,0.04144757191,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.12228505074625978,-0.02909062308186522
SPY260708C00730000,2026-07-02 19:27:27+00:00,730.0,13.21,14.92,15.58,-6.0999994,-31.589848,22.0,111,0.1489342919921875,True,REGULAR,USD,2026-07-08,call,15.25,2026-07-04,0.66,0.04327868852,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.12599643631843793,-0.022937855673749563
SPY260708C00731000,2026-07-02 19:02:07+00:00,731.0,12.96,14.03,14.66,-6.4399996,-33.195873,25.0,128,0.1461267028808593,True,REGULAR,USD,2026-07-08,call,14.345,2026-07-04,0.63,0.04391774137,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.12828466119024773,-0.01784204169061157
SPY260708C00732000,2026-07-02 19:28:30+00:00,732.0,11.76,13.13,13.74,-2.29,-16.298931,587.0,115,0.1427087683105468,True,REGULAR,USD,2026-07-08,call,13.435,2026-07-04,0.61,0.04540379606,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.1284212453522411,-0.01428752295830571
SPY260708C00733000,2026-07-02 19:47:19+00:00,733.0,11.65,12.25,12.84,-5.380001,-31.591314,409.0,147,0.1399011791992187,True,REGULAR,USD,2026-07-08,call,12.545,2026-07-04,0.59,0.04703068952,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.12870253114021174,-0.011198648059006971
SPY260708C00734000,2026-07-02 19:28:30+00:00,734.0,10.08,11.41,11.93,-4.96,-32.97872,426.0,183,0.1360560028076172,True,REGULAR,USD,2026-07-08,call,11.67,2026-07-04,0.52,0.04455869751,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.12864201428772376,-0.007413988519893444
SPY260708C00735000,2026-07-02 20:05:50+00:00,735.0,10.69,10.55,11.07,-3.1100006,-22.536236,505.0,645,0.1338587591552734,True,REGULAR,USD,2026-07-08,call,10.81,2026-07-04,0.52,0.04810360777,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.12821317586097408,-0.005645583294299317
SPY260708C00736000,2026-07-02 19:52:57+00:00,736.0,9.67,9.73,10.2,-0.8500004,-8.079851,119.0,289,0.1306239282226562,True,REGULAR,USD,2026-07-08,call,9.965,2026-07-04,0.47,0.04716507777,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.12739713312650083,-0.003226795096155366
SPY260708C00737000,2026-07-02 18:26:53+00:00,737.0,7.89,8.91,9.36,-2.77,-25.984991,64.0,408,0.1278163391113281,True,REGULAR,USD,2026-07-08,call,9.135,2026-07-04,0.45,0.04926108374,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.1261766386743637,-0.0016397004369643753
SPY260708C00738000,2026-07-02 19:01:08+00:00,738.0,9.1,8.11,8.52,-2.3099995,-20.245394,287.0,524,0.1243984045410156,True,REGULAR,USD,2026-07-08,call,8.315,2026-07-04,0.41,0.04930847865,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.12432237515897797,-7.602938203762899e-05
SPY260708C00739000,2026-07-02 19:41:57+00:00,739.0,6.65,7.45,7.63,-2.44,-26.842684,123.0,438,0.118600122680664,True,REGULAR,USD,2026-07-08,call,7.54,2026-07-04,0.18,0.02387267905,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.12322691553590931,0.00462679285524531
SPY260708C00740000,2026-07-02 20:14:10+00:00,740.0,6.8,6.71,6.86,-1.3299999,-16.359161,698.0,798,0.1161587408447265,True,REGULAR,USD,2026-07-08,call,6.785,2026-07-04,0.15,0.02210759027,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.12172712171117638,0.005568380866449882
SPY260708C00741000,2026-07-02 19:52:13+00:00,741.0,6.19,5.96,6.12,-1.3699999,-18.12169,1143.0,278,0.113717359008789,True,REGULAR,USD,2026-07-08,call,6.04,2026-07-04,0.16,0.02649006623,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.11943342964093062,0.0057160706321416205
SPY260708C00742000,2026-07-02 20:14:11+00:00,742.0,5.38,5.26,5.42,-1.6399999,-23.361822,2693.0,666,0.1115201153564453,True,REGULAR,USD,2026-07-08,call,5.34,2026-07-04,0.16,0.02996254682,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.11753182068530349,0.006011705328858183
SPY260708C00743000,2026-07-02 20:14:18+00:00,743.0,4.69,4.65,4.71,-1.6100001,-25.555557,4319.0,411,0.1080411462402343,True,REGULAR,USD,2026-07-08,call,4.68,2026-07-04,0.06,0.01282051282,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.11571336304972306,0.007672216809488763
SPY260708C00744000,2026-07-02 20:14:33+00:00,744.0,4.06,4.04,4.08,-1.4099998,-25.776964,5001.0,569,0.1057828680419921,True,REGULAR,USD,2026-07-08,call,4.0600000000000005,2026-07-04,0.04,0.009852216749,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.11387784413666022,0.00809497609466811
SPY260708C00745000,2026-07-02 20:14:54+00:00,745.0,3.47,3.45,3.49,-1.3399999,-27.858627,5999.0,773,0.1034635552978515,False,REGULAR,USD,2026-07-08,call,3.47,2026-07-04,0.04,0.01152737752,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.11161855983595172,0.00815500453810021
SPY260708C00746000,2026-07-02 20:14:59+00:00,746.0,2.92,2.91,2.94,-1.31,-30.969265,2816.0,776,0.101022173461914,False,REGULAR,USD,2026-07-08,call,2.925,2026-07-04,0.03,0.01025641026,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.10933702607287323,0.008314852610959225
SPY260708C00747000,2026-07-02 20:14:57+00:00,747.0,2.46,2.43,2.46,-1.22,-33.152176,6808.0,902,0.0992521716308593,False,REGULAR,USD,2026-07-08,call,2.4450000000000003,2026-07-04,0.03,0.01226993865,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.10761152796689959,0.008359356336040291
SPY260708C00748000,2026-07-02 20:14:02+00:00,748.0,2.01,1.99,2.02,-1.1500001,-36.392406,7036.0,2113,0.0972380316162109,False,REGULAR,USD,2026-07-08,call,2.005,2026-07-04,0.03,0.01496259352,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.10558180700572083,0.008343775389509922
SPY260708C00749000,2026-07-02 20:14:59+00:00,749.0,1.61,1.59,1.62,-1.09,-40.370373,6169.0,924,0.0949187188720703,False,REGULAR,USD,2026-07-08,call,1.605,2026-07-04,0.03,0.01869158879,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.10317995355733199,0.008261234685261687
SPY260708C00750000,2026-07-02 20:14:52+00:00,750.0,1.29,1.28,1.29,-1.01,-43.913044,9358.0,1448,0.0932707861328125,False,REGULAR,USD,2026-07-08,call,1.285,2026-07-04,0.01,0.007782101167,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.10188101713371803,0.008610231000905522
SPY260708C00751000,2026-07-02 20:14:02+00:00,751.0,1.01,1.0,1.01,-0.9,-47.12042,2615.0,425,0.0917449224853515,False,REGULAR,USD,2026-07-08,call,1.005,2026-07-04,0.01,0.009950248756,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.10032125184806141,0.008576329362709911
SPY260708C00752000,2026-07-02 20:14:46+00:00,752.0,0.79,0.77,0.78,-0.75999993,-49.032257,4759.0,954,0.0904631970214843,False,REGULAR,USD,2026-07-08,call,0.775,2026-07-04,0.01,0.01290322581,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.09900848803637434,0.008545291014890044
SPY260708C00753000,2026-07-02 20:13:45+00:00,753.0,0.59,0.59,0.6,-0.67,-53.174603,2271.0,794,0.0897307824707031,False,REGULAR,USD,2026-07-08,call,0.595,2026-07-04,0.01,0.01680672269,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.09822324695601764,0.008492464485314544
SPY260708C00754000,2026-07-02 20:14:47+00:00,754.0,0.46,0.44,0.46,-0.55999994,-54.90196,1855.0,1218,0.0892425061035156,False,REGULAR,USD,2026-07-08,call,0.45,2026-07-04,0.02,0.04444444444,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.0975156764843277,0.0082731703808121
SPY260708C00755000,2026-07-02 20:14:37+00:00,755.0,0.33,0.33,0.34,-0.47,-58.749996,2415.0,1590,0.0883880224609375,False,REGULAR,USD,2026-07-08,call,0.335,2026-07-04,0.01,0.02985074627,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.09686476618775205,0.008476743726814562
SPY260708C00756000,2026-07-02 20:13:59+00:00,756.0,0.26,0.24,0.26,-0.36,-58.06452,1966.0,562,0.0886321606445312,False,REGULAR,USD,2026-07-08,call,0.25,2026-07-04,0.02,0.08,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.09668700457442041,0.008054843929889213
SPY260708C00757000,2026-07-02 20:13:20+00:00,757.0,0.19,0.18,0.19,-0.27,-58.695656,2217.0,920,0.0881438842773437,False,REGULAR,USD,2026-07-08,call,0.185,2026-07-04,0.01,0.05405405405,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.09663255980586898,0.00848867552852528
SPY260708C00758000,2026-07-02 20:14:37+00:00,758.0,0.14,0.13,0.14,-0.22000001,-61.11111,1899.0,970,0.0881438842773437,False,REGULAR,USD,2026-07-08,call,0.135,2026-07-04,0.01,0.07407407407,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.09656941587345848,0.008425531596114783
SPY260708C00759000,2026-07-02 20:14:09+00:00,759.0,0.09,0.09,0.1,-0.14999999,-62.5,1556.0,616,0.08789974609375,False,REGULAR,USD,2026-07-08,call,0.095,2026-07-04,0.01,0.1052631579,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.09612703857746359,0.008227292483713594
SPY260708C00760000,2026-07-02 20:13:13+00:00,760.0,0.07,0.07,0.08,-0.089999996,-56.25,1693.0,1278,0.0893645751953125,False,REGULAR,USD,2026-07-08,call,0.075,2026-07-04,0.01,0.1333333333,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.09775966229366372,0.008395087098351212
SPY260708C00761000,2026-07-02 20:02:23+00:00,761.0,0.06,0.05,0.06,-0.06999999,-53.84615,920.0,632,0.0900969897460937,False,REGULAR,USD,2026-07-08,call,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.09827061955008652,0.008173629803992818
SPY260708C00762000,2026-07-02 20:03:25+00:00,762.0,0.05,0.04,0.05,-0.040000003,-44.444447,2466.0,404,0.0922942333984375,False,REGULAR,USD,2026-07-08,call,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.10042482240201336,0.00813058900357587
SPY260708C00763000,2026-07-02 19:30:07+00:00,763.0,0.03,0.03,0.04,-0.020000001,-40.000004,361.0,513,0.0937590625,False,REGULAR,USD,2026-07-08,call,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.1018211012571606,0.008062038757160592
SPY260708P00690000,2026-07-02 20:12:53+00:00,690.0,0.04,0.03,0.04,-0.04,-50.0,62.0,245,0.257819921875,False,REGULAR,USD,2026-07-08,put,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.28556273204714266,0.02774281017214264
SPY260708P00695000,2026-07-02 19:48:01+00:00,695.0,0.04,0.03,0.04,-0.050000004,-55.555557,416.0,919,0.2363357617187499,False,REGULAR,USD,2026-07-08,put,0.035,2026-07-04,0.01,0.2857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.2614232481018433,0.02508748638309341
SPY260708P00700000,2026-07-02 20:04:17+00:00,700.0,0.05,0.04,0.05,-0.06,-54.545456,539.0,1074,0.2207109179687499,False,REGULAR,USD,2026-07-08,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.24428155696267154,0.023570638993921644
SPY260708P00701000,2026-07-02 19:28:41+00:00,701.0,0.1,0.04,0.05,-0.009999998,-9.090907,28.0,566,0.215828154296875,False,REGULAR,USD,2026-07-08,put,0.045,2026-07-04,0.01,0.2222222222,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.23932327741010326,0.023495123113228267
SPY260708P00702000,2026-07-02 19:59:27+00:00,702.0,0.05,0.05,0.06,-0.06999999,-58.333332,6.0,100,0.215828154296875,False,REGULAR,USD,2026-07-08,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.24016780905683982,0.02433965475996483
SPY260708P00703000,2026-07-02 17:58:32+00:00,703.0,0.14,0.05,0.06,-0.030000001,-17.647058,26.0,26,0.2119219433593749,False,REGULAR,USD,2026-07-08,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.23510400396927097,0.023182060609896082
SPY260708P00704000,2026-07-02 13:56:07+00:00,704.0,0.06,0.05,0.06,-0.08,-57.142853,117.0,31,0.2070391796874999,False,REGULAR,USD,2026-07-08,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.23003590884484224,0.022996729157342327
SPY260708P00705000,2026-07-02 19:45:47+00:00,705.0,0.05,0.05,0.06,-0.08,-61.538464,55.0,405,0.2021564160156249,False,REGULAR,USD,2026-07-08,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.22496317805962063,0.022806762043995732
SPY260708P00706000,2026-07-02 18:34:56+00:00,706.0,0.09,0.05,0.06,-0.029999994,-24.999996,141.0,271,0.198250205078125,False,REGULAR,USD,2026-07-08,put,0.055,2026-07-04,0.01,0.1818181818,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.21988544718130773,0.02163524210318274
SPY260708P00707000,2026-07-02 19:45:32+00:00,707.0,0.1,0.06,0.07,-0.050000004,-33.333336,29.0,238,0.19727365234375,False,REGULAR,USD,2026-07-08,put,0.065,2026-07-04,0.01,0.1538461538,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.21948172262520108,0.02220807028145108
SPY260708P00708000,2026-07-02 20:12:16+00:00,708.0,0.08,0.06,0.07,-0.049999997,-38.461536,158.0,130,0.192390888671875,False,REGULAR,USD,2026-07-08,put,0.065,2026-07-04,0.01,0.1538461538,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.21430503749062818,0.02191414881875317
SPY260708P00709000,2026-07-02 17:56:41+00:00,709.0,0.2,0.07,0.08,0.049999997,33.333332,1.0,129,0.1914143359375,False,REGULAR,USD,2026-07-08,put,0.075,2026-07-04,0.01,0.1333333333,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.21317686643864567,0.021762530501145655
SPY260708P00710000,2026-07-02 20:04:17+00:00,710.0,0.09,0.07,0.08,-0.11,-55.0,864.0,868,0.186531572265625,False,REGULAR,USD,2026-07-08,put,0.075,2026-07-04,0.01,0.1333333333,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.20790741949652844,0.02137584723090344
SPY260708P00711000,2026-07-02 20:10:46+00:00,711.0,0.1,0.08,0.09,-0.1,-50.0,514.0,16771,0.1850667431640624,False,REGULAR,USD,2026-07-08,put,0.0849999999999999,2026-07-04,0.01,0.1176470588,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.20619367048789938,0.021126927323836975
SPY260708P00712000,2026-07-02 20:13:54+00:00,712.0,0.09,0.08,0.09,-0.13,-59.090908,34.0,331,0.1801839794921875,False,REGULAR,USD,2026-07-08,put,0.0849999999999999,2026-07-04,0.01,0.1176470588,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.2008352178255185,0.02065123833333099
SPY260708P00713000,2026-07-02 19:45:43+00:00,713.0,0.16,0.09,0.1,-0.049999997,-23.809523,12.0,140,0.17774259765625,False,REGULAR,USD,2026-07-08,put,0.095,2026-07-04,0.01,0.1052631579,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.1986307375303746,0.020888139874124606
SPY260708P00714000,2026-07-02 20:01:46+00:00,714.0,0.12,0.1,0.11,-0.13999999,-53.84615,106.0,562,0.1757894921875,False,REGULAR,USD,2026-07-08,put,0.105,2026-07-04,0.01,0.09523809524,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.19607680349915577,0.02028731131165576
SPY260708P00715000,2026-07-02 20:14:32+00:00,715.0,0.12,0.11,0.12,-0.13999999,-53.84615,337.0,813,0.172859833984375,False,REGULAR,USD,2026-07-08,put,0.1149999999999999,2026-07-04,0.01,0.08695652174,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.19321849493865703,0.020358660954282043
SPY260708P00716000,2026-07-02 20:14:32+00:00,716.0,0.12,0.12,0.13,-0.13999999,-53.84615,78.0,371,0.16993017578125,False,REGULAR,USD,2026-07-08,put,0.125,2026-07-04,0.01,0.08,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.19009036718730307,0.020160191406053074
SPY260708P00717000,2026-07-02 20:00:16+00:00,717.0,0.15,0.13,0.14,-0.08999999,-37.499996,248.0,414,0.167000517578125,False,REGULAR,USD,2026-07-08,put,0.135,2026-07-04,0.01,0.07407407407,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.18671944481406424,0.019718927235939238
SPY260708P00718000,2026-07-02 20:14:30+00:00,718.0,0.16,0.15,0.16,-0.13,-44.827587,185.0,300,0.1655356884765625,False,REGULAR,USD,2026-07-08,put,0.155,2026-07-04,0.01,0.06451612903,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.18517511992521504,0.019639431448652545
SPY260708P00719000,2026-07-02 19:56:49+00:00,719.0,0.18,0.17,0.18,-0.16999999,-48.571426,108.0,359,0.1635825830078125,False,REGULAR,USD,2026-07-08,put,0.175,2026-07-04,0.01,0.05714285714,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.18310808062152675,0.01952549761371425
SPY260708P00720000,2026-07-02 20:04:46+00:00,720.0,0.22,0.19,0.2,-0.15,-40.54054,528.0,1204,0.161141201171875,False,REGULAR,USD,2026-07-08,put,0.195,2026-07-04,0.01,0.05128205128,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.18059773688422562,0.01945653571235062
SPY260708P00721000,2026-07-02 20:01:16+00:00,721.0,0.25,0.21,0.22,-0.110000014,-30.555557,111.0,447,0.1584556811523437,False,REGULAR,USD,2026-07-08,put,0.215,2026-07-04,0.01,0.04651162791,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.17770180688715545,0.019246125734811742
SPY260708P00722000,2026-07-02 19:40:34+00:00,722.0,0.26,0.24,0.25,-0.21000001,-44.68085,315.0,406,0.1567467138671875,False,REGULAR,USD,2026-07-08,put,0.245,2026-07-04,0.01,0.04081632653,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.17587254419426507,0.01912583032707757
SPY260708P00723000,2026-07-02 20:05:00+00:00,723.0,0.32,0.27,0.28,-0.16,-33.333336,349.0,384,0.1545494702148437,False,REGULAR,USD,2026-07-08,put,0.275,2026-07-04,0.01,0.03636363636,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.17351524022022713,0.018965770005383437
SPY260708P00724000,2026-07-02 20:09:30+00:00,724.0,0.34,0.3,0.32,-0.21000001,-38.181816,453.0,914,0.1530846411132813,False,REGULAR,USD,2026-07-08,put,0.31,2026-07-04,0.02,0.06451612903,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.17128438953544714,0.018199748422165846
SPY260708P00725000,2026-07-02 20:14:28+00:00,725.0,0.34,0.34,0.35,-0.27,-44.262295,1484.0,2682,0.1499108447265625,False,REGULAR,USD,2026-07-08,put,0.345,2026-07-04,0.01,0.02898550725,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.16855838884630633,0.018647544119743842
SPY260708P00726000,2026-07-02 20:04:12+00:00,726.0,0.44,0.38,0.4,-0.22000003,-33.333336,507.0,367,0.148446015625,False,REGULAR,USD,2026-07-08,put,0.39,2026-07-04,0.02,0.05128205128,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.16637884817938453,0.01793283255438452
SPY260708P00727000,2026-07-02 20:13:03+00:00,727.0,0.45,0.43,0.45,-0.28000003,-38.356167,800.0,450,0.1462487719726562,False,REGULAR,USD,2026-07-08,put,0.44,2026-07-04,0.02,0.04545454545,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.1641070675225668,0.017858295549910586
SPY260708P00728000,2026-07-02 20:13:37+00:00,728.0,0.5,0.49,0.5,-0.31,-38.271606,879.0,979,0.143563251953125,False,REGULAR,USD,2026-07-08,put,0.495,2026-07-04,0.01,0.0202020202,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.16169998692056356,0.01813673496743856
SPY260708P00729000,2026-07-02 20:13:57+00:00,729.0,0.58,0.55,0.56,-0.31,-34.831463,725.0,780,0.1412439392089844,False,REGULAR,USD,2026-07-08,put,0.555,2026-07-04,0.01,0.01801801802,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.15912320620809312,0.017879266999108717
SPY260708P00730000,2026-07-02 20:14:46+00:00,730.0,0.62,0.62,0.63,-0.33999997,-35.416664,2008.0,2679,0.1390466955566406,False,REGULAR,USD,2026-07-08,put,0.625,2026-07-04,0.01,0.016,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.15669926053781036,0.017652564981169766
SPY260708P00731000,2026-07-02 20:13:57+00:00,731.0,0.71,0.69,0.71,-0.38000005,-34.86239,524.0,656,0.1368494519042969,False,REGULAR,USD,2026-07-08,put,0.7,2026-07-04,0.02,0.02857142857,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.15400185471745523,0.01715240281315833
SPY260708P00732000,2026-07-02 20:14:52+00:00,732.0,0.78,0.78,0.8,-0.39999998,-33.898308,825.0,511,0.1345911737060547,False,REGULAR,USD,2026-07-08,put,0.79,2026-07-04,0.02,0.0253164557,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.15161933248175782,0.01702815877570313
SPY260708P00733000,2026-07-02 20:13:57+00:00,733.0,0.91,0.88,0.9,-0.43,-32.089554,520.0,533,0.132271860961914,False,REGULAR,USD,2026-07-08,put,0.89,2026-07-04,0.02,0.02247191011,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.14913281918814822,0.016860958226234207
SPY260708P00734000,2026-07-02 20:14:06+00:00,734.0,1.03,0.99,1.01,-0.4100001,-28.472227,1346.0,423,0.1297694445800781,False,REGULAR,USD,2026-07-08,put,1.0,2026-07-04,0.02,0.02,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.14648576153860865,0.01671631695853054
SPY260708P00735000,2026-07-02 20:08:12+00:00,735.0,1.19,1.12,1.14,-0.3699999,-23.717943,3413.0,2868,0.1275722009277343,False,REGULAR,USD,2026-07-08,put,1.13,2026-07-04,0.02,0.01769911504,744.780029296875,0.01010365437,0.010103654373096082,0.0367,0.010958904109589041,0.1441135869952654,0.01654138606753111
