contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry,type,mid,pull_date,spread,spread_mid_ratio,S0,dividend_yield
SPY260708P00710000,2026-07-02 20:04:17+00:00,710.0,0.09,0.07,0.08,-0.11,-55.0,864.0,868,0.186531572265625,False,REGULAR,USD,2026-07-08,put,0.07500000000000001,2026-07-04,0.01,0.1333333333,744.7800293,0.01010365437
SPY260708P00711000,2026-07-02 20:10:46+00:00,711.0,0.1,0.08,0.09,-0.1,-50.0,514.0,16771,0.18506674316406246,False,REGULAR,USD,2026-07-08,put,0.08499999999999999,2026-07-04,0.01,0.1176470588,744.7800293,0.01010365437
SPY260708P00712000,2026-07-02 20:13:54+00:00,712.0,0.09,0.08,0.09,-0.13,-59.090908,34.0,331,0.1801839794921875,False,REGULAR,USD,2026-07-08,put,0.08499999999999999,2026-07-04,0.01,0.1176470588,744.7800293,0.01010365437
SPY260708P00713000,2026-07-02 19:45:43+00:00,713.0,0.16,0.09,0.1,-0.049999997,-23.809523,12.0,140,0.17774259765625,False,REGULAR,USD,2026-07-08,put,0.095,2026-07-04,0.01,0.1052631579,744.7800293,0.01010365437
SPY260708P00714000,2026-07-02 20:01:46+00:00,714.0,0.12,0.1,0.11,-0.13999999,-53.84615,106.0,562,0.1757894921875,False,REGULAR,USD,2026-07-08,put,0.10500000000000001,2026-07-04,0.01,0.09523809524,744.7800293,0.01010365437
SPY260708P00715000,2026-07-02 20:14:32+00:00,715.0,0.12,0.11,0.12,-0.13999999,-53.84615,337.0,813,0.17285983398437502,False,REGULAR,USD,2026-07-08,put,0.11499999999999999,2026-07-04,0.01,0.08695652174,744.7800293,0.01010365437
SPY260708P00716000,2026-07-02 20:14:32+00:00,716.0,0.12,0.12,0.13,-0.13999999,-53.84615,78.0,371,0.16993017578125003,False,REGULAR,USD,2026-07-08,put,0.125,2026-07-04,0.01,0.08,744.7800293,0.01010365437
SPY260708P00717000,2026-07-02 20:00:16+00:00,717.0,0.15,0.13,0.14,-0.08999999,-37.499996,248.0,414,0.16700051757812504,False,REGULAR,USD,2026-07-08,put,0.135,2026-07-04,0.01,0.07407407407,744.7800293,0.01010365437
SPY260708P00718000,2026-07-02 20:14:30+00:00,718.0,0.16,0.15,0.16,-0.13,-44.827587,185.0,300,0.16553568847656253,False,REGULAR,USD,2026-07-08,put,0.155,2026-07-04,0.01,0.06451612903,744.7800293,0.01010365437
SPY260708P00719000,2026-07-02 19:56:49+00:00,719.0,0.18,0.17,0.18,-0.16999999,-48.571426,108.0,359,0.16358258300781253,False,REGULAR,USD,2026-07-08,put,0.175,2026-07-04,0.01,0.05714285714,744.7800293,0.01010365437
SPY260708P00720000,2026-07-02 20:04:46+00:00,720.0,0.22,0.19,0.2,-0.15,-40.54054,528.0,1204,0.161141201171875,False,REGULAR,USD,2026-07-08,put,0.195,2026-07-04,0.01,0.05128205128,744.7800293,0.01010365437
SPY260708P00721000,2026-07-02 20:01:16+00:00,721.0,0.25,0.21,0.22,-0.110000014,-30.555557,111.0,447,0.15845568115234376,False,REGULAR,USD,2026-07-08,put,0.215,2026-07-04,0.01,0.04651162791,744.7800293,0.01010365437
SPY260708P00722000,2026-07-02 19:40:34+00:00,722.0,0.26,0.24,0.25,-0.21000001,-44.68085,315.0,406,0.15674671386718753,False,REGULAR,USD,2026-07-08,put,0.245,2026-07-04,0.01,0.04081632653,744.7800293,0.01010365437
SPY260708P00723000,2026-07-02 20:05:00+00:00,723.0,0.32,0.27,0.28,-0.16,-33.333336,349.0,384,0.15454947021484378,False,REGULAR,USD,2026-07-08,put,0.275,2026-07-04,0.01,0.03636363636,744.7800293,0.01010365437
SPY260708P00724000,2026-07-02 20:09:30+00:00,724.0,0.34,0.3,0.32,-0.21000001,-38.181816,453.0,914,0.1530846411132813,False,REGULAR,USD,2026-07-08,put,0.31,2026-07-04,0.02,0.06451612903,744.7800293,0.01010365437
SPY260708P00725000,2026-07-02 20:14:28+00:00,725.0,0.34,0.34,0.35,-0.27,-44.262295,1484.0,2682,0.14991084472656252,False,REGULAR,USD,2026-07-08,put,0.345,2026-07-04,0.01,0.02898550725,744.7800293,0.01010365437
SPY260708P00726000,2026-07-02 20:04:12+00:00,726.0,0.44,0.38,0.4,-0.22000003,-33.333336,507.0,367,0.148446015625,False,REGULAR,USD,2026-07-08,put,0.39,2026-07-04,0.02,0.05128205128,744.7800293,0.01010365437
SPY260708P00727000,2026-07-02 20:13:03+00:00,727.0,0.45,0.43,0.45,-0.28000003,-38.356167,800.0,450,0.14624877197265623,False,REGULAR,USD,2026-07-08,put,0.44,2026-07-04,0.02,0.04545454545,744.7800293,0.01010365437
SPY260708P00728000,2026-07-02 20:13:37+00:00,728.0,0.5,0.49,0.5,-0.31,-38.271606,879.0,979,0.143563251953125,False,REGULAR,USD,2026-07-08,put,0.495,2026-07-04,0.01,0.0202020202,744.7800293,0.01010365437
SPY260708P00729000,2026-07-02 20:13:57+00:00,729.0,0.58,0.55,0.56,-0.31,-34.831463,725.0,780,0.1412439392089844,False,REGULAR,USD,2026-07-08,put,0.555,2026-07-04,0.01,0.01801801802,744.7800293,0.01010365437
SPY260708P00730000,2026-07-02 20:14:46+00:00,730.0,0.62,0.62,0.63,-0.33999997,-35.416664,2008.0,2679,0.13904669555664065,False,REGULAR,USD,2026-07-08,put,0.625,2026-07-04,0.01,0.016,744.7800293,0.01010365437
SPY260708P00731000,2026-07-02 20:13:57+00:00,731.0,0.71,0.69,0.71,-0.38000005,-34.86239,524.0,656,0.1368494519042969,False,REGULAR,USD,2026-07-08,put,0.7,2026-07-04,0.02,0.02857142857,744.7800293,0.01010365437
SPY260708P00732000,2026-07-02 20:14:52+00:00,732.0,0.78,0.78,0.8,-0.39999998,-33.898308,825.0,511,0.13459117370605472,False,REGULAR,USD,2026-07-08,put,0.79,2026-07-04,0.02,0.0253164557,744.7800293,0.01010365437
SPY260708P00733000,2026-07-02 20:13:57+00:00,733.0,0.91,0.88,0.9,-0.43,-32.089554,520.0,533,0.13227186096191407,False,REGULAR,USD,2026-07-08,put,0.89,2026-07-04,0.02,0.02247191011,744.7800293,0.01010365437
SPY260708P00734000,2026-07-02 20:14:06+00:00,734.0,1.03,0.99,1.01,-0.4100001,-28.472227,1346.0,423,0.1297694445800781,False,REGULAR,USD,2026-07-08,put,1.0,2026-07-04,0.02,0.02,744.7800293,0.01010365437
SPY260708P00735000,2026-07-02 20:08:12+00:00,735.0,1.19,1.12,1.14,-0.3699999,-23.717943,3413.0,2868,0.12757220092773439,False,REGULAR,USD,2026-07-08,put,1.13,2026-07-04,0.02,0.01769911504,744.7800293,0.01010365437
SPY260708P00736000,2026-07-02 20:11:51+00:00,736.0,1.35,1.27,1.29,-0.39,-22.413792,873.0,1185,0.12549702636718751,False,REGULAR,USD,2026-07-08,put,1.28,2026-07-04,0.02,0.015625,744.7800293,0.01010365437
SPY260708P00737000,2026-07-02 20:09:04+00:00,737.0,1.58,1.43,1.45,-0.26999998,-14.594594,2169.0,551,0.12305564453125001,False,REGULAR,USD,2026-07-08,put,1.44,2026-07-04,0.02,0.01388888889,744.7800293,0.01010365437
SPY260708P00738000,2026-07-02 20:14:16+00:00,738.0,1.64,1.61,1.63,-0.39999998,-19.607841,1195.0,563,0.12055322814941406,False,REGULAR,USD,2026-07-08,put,1.62,2026-07-04,0.02,0.01234567901,744.7800293,0.01010365437
SPY260708P00739000,2026-07-02 20:14:59+00:00,739.0,1.83,1.82,1.84,-0.4699999,-20.434778,1001.0,528,0.11829494995117187,False,REGULAR,USD,2026-07-08,put,1.83,2026-07-04,0.02,0.01092896175,744.7800293,0.01010365437
SPY260708P00740000,2026-07-02 20:14:45+00:00,740.0,2.03,2.05,2.08,-0.42000008,-17.14286,3939.0,2646,0.11615874084472656,False,REGULAR,USD,2026-07-08,put,2.065,2026-07-04,0.03,0.01452784504,744.7800293,0.01010365437
SPY260708P00741000,2026-07-02 20:12:28+00:00,741.0,2.39,2.31,2.34,-0.39999986,-14.336912,2629.0,392,0.1137783935546875,False,REGULAR,USD,2026-07-08,put,2.325,2026-07-04,0.03,0.01290322581,744.7800293,0.01010365437
SPY260708P00742000,2026-07-02 20:11:31+00:00,742.0,2.76,2.61,2.64,-0.3900001,-12.380956,3220.0,814,0.11158114990234375,False,REGULAR,USD,2026-07-08,put,2.625,2026-07-04,0.03,0.01142857143,744.7800293,0.01010365437
SPY260708P00743000,2026-07-02 20:13:57+00:00,743.0,3.01,2.94,2.97,-0.3399999,-10.149252,4325.0,830,0.10926183715820312,False,REGULAR,USD,2026-07-08,put,2.955,2026-07-04,0.03,0.01015228426,744.7800293,0.01010365437
SPY260708P00744000,2026-07-02 20:14:59+00:00,744.0,3.32,3.31,3.35,-0.37000012,-10.027103,2625.0,442,0.10724769714355468,False,REGULAR,USD,2026-07-08,put,3.33,2026-07-04,0.04,0.01201201201,744.7800293,0.01010365437
SPY260708P00745000,2026-07-02 20:14:58+00:00,745.0,3.75,3.73,3.77,-0.26999998,-6.7164173,3166.0,839,0.10523355712890625,True,REGULAR,USD,2026-07-08,put,3.75,2026-07-04,0.04,0.01066666667,744.7800293,0.01010365437
SPY260708P00746000,2026-07-02 20:14:45+00:00,746.0,4.16,4.12,4.28,-0.24000025,-5.454551,2009.0,1014,0.10453165985107421,True,REGULAR,USD,2026-07-08,put,4.2,2026-07-04,0.16,0.0380952381,744.7800293,0.01010365437
SPY260708P00747000,2026-07-02 20:05:09+00:00,747.0,5.11,4.62,4.79,0.24000025,4.928137,1727.0,693,0.10254803710937499,True,REGULAR,USD,2026-07-08,put,4.705,2026-07-04,0.17,0.03613177471,744.7800293,0.01010365437
SPY260708P00748000,2026-07-02 20:05:09+00:00,748.0,5.68,5.19,5.37,0.32999992,6.168223,3288.0,381,0.1012663116455078,True,REGULAR,USD,2026-07-08,put,5.28,2026-07-04,0.18,0.03409090909,744.7800293,0.01010365437
SPY260708P00749000,2026-07-02 20:01:53+00:00,749.0,6.07,5.71,6.18,0.6000004,10.968928,5429.0,524,0.10590493713378905,True,REGULAR,USD,2026-07-08,put,5.945,2026-07-04,0.47,0.07905803196,744.7800293,0.01010365437
SPY260708P00750000,2026-07-02 20:08:36+00:00,750.0,6.8,6.37,6.91,0.41000032,6.4162807,2658.0,289,0.10700355895996094,True,REGULAR,USD,2026-07-08,put,6.640000000000001,2026-07-04,0.54,0.0813253012,744.7800293,0.01010365437
SPY260708P00751000,2026-07-02 17:27:16+00:00,751.0,7.77,7.11,7.6,1.4200001,22.362207,993.0,102,0.10553872985839843,True,REGULAR,USD,2026-07-08,put,7.355,2026-07-04,0.49,0.06662134602,744.7800293,0.01010365437
SPY260708P00753000,2026-07-02 19:50:00+00:00,753.0,8.46,8.64,9.36,0.6700001,8.600771,201.0,173,0.1134732208251953,True,REGULAR,USD,2026-07-08,put,9.0,2026-07-04,0.72,0.08,744.7800293,0.01010365437
SPY260708P00754000,2026-07-02 15:35:56+00:00,754.0,10.28,9.52,10.18,1.5199995,17.351591,190.0,66,0.11390046264648437,True,REGULAR,USD,2026-07-08,put,9.85,2026-07-04,0.66,0.06700507614,744.7800293,0.01010365437
SPY260708P00755000,2026-07-02 19:51:12+00:00,755.0,11.23,10.39,11.17,1.6999998,17.838404,71.0,55,0.12104150451660156,True,REGULAR,USD,2026-07-08,put,10.780000000000001,2026-07-04,0.78,0.07235621521,744.7800293,0.01010365437
SPY260708P00757000,2026-07-02 19:59:53+00:00,757.0,11.88,11.26,13.73,0.5500002,4.8543706,92.0,8,0.16071395935058597,True,REGULAR,USD,2026-07-08,put,12.495000000000001,2026-07-04,2.47,0.1976790716,744.7800293,0.01010365437
SPY260708P00760000,2026-07-02 15:22:54+00:00,760.0,15.0,14.17,17.2,-0.25,-1.6393442,11.0,2,0.20386538330078124,True,REGULAR,USD,2026-07-08,put,15.684999999999999,2026-07-04,3.03,0.1931781957,744.7800293,0.01010365437
SPY260709C00685000,2026-06-29 18:38:41+00:00,685.0,57.04,58.11,61.63,0.0,0.0,1.0,3,0.48608912353515626,True,REGULAR,USD,2026-07-09,call,59.870000000000005,2026-07-04,3.52,0.05879405378,744.7800293,0.01010365437
SPY260709C00695000,2026-06-25 14:01:44+00:00,695.0,39.92,48.14,51.65,0.0,0.0,,5,0.422857333984375,True,REGULAR,USD,2026-07-09,call,49.894999999999996,2026-07-04,3.51,0.07034773023,744.7800293,0.01010365437
SPY260709C00700000,2026-06-25 14:01:44+00:00,700.0,35.34,43.15,46.67,0.0,0.0,,5,0.39148557739257805,True,REGULAR,USD,2026-07-09,call,44.91,2026-07-04,3.52,0.07837898018,744.7800293,0.01010365437
SPY260709C00705000,2026-06-26 19:59:58+00:00,705.0,27.69,38.18,41.69,0.0,0.0,44.0,44,0.35950347534179683,True,REGULAR,USD,2026-07-09,call,39.935,2026-07-04,3.51,0.08789282584,744.7800293,0.01010365437
SPY260709C00710000,2026-07-02 18:03:06+00:00,710.0,31.31,33.22,36.73,3.6499996,13.19595,9.0,6,0.3280096496582031,True,REGULAR,USD,2026-07-09,call,34.974999999999994,2026-07-04,3.51,0.1003573981,744.7800293,0.01010365437
SPY260709C00719000,2026-06-29 16:33:03+00:00,719.0,22.38,25.63,26.37,0.0,0.0,3.0,4,0.18994950683593753,True,REGULAR,USD,2026-07-09,call,26.0,2026-07-04,0.74,0.02846153846,744.7800293,0.01010365437
SPY260709C00720000,2026-06-25 16:52:28+00:00,720.0,19.2,24.64,25.4,0.0,0.0,,5,0.18628743408203124,True,REGULAR,USD,2026-07-09,call,25.02,2026-07-04,0.76,0.03037569944,744.7800293,0.01010365437
SPY260709C00723000,2026-07-02 16:40:38+00:00,723.0,22.46,21.77,22.51,-2.4800014,-9.9438715,7.0,8,0.17591156127929689,True,REGULAR,USD,2026-07-09,call,22.14,2026-07-04,0.74,0.03342366757,744.7800293,0.01010365437
SPY260709C00724000,2026-07-02 19:59:26+00:00,724.0,21.95,20.85,21.57,1.0100002,4.8233056,4.0,85,0.17347017944335938,True,REGULAR,USD,2026-07-09,call,21.21,2026-07-04,0.72,0.03394625177,744.7800293,0.01010365437
SPY260709C00725000,2026-07-02 20:14:52+00:00,725.0,20.2,19.98,20.61,-3.9899998,-16.494417,4.0,6,0.1695639685058594,True,REGULAR,USD,2026-07-09,call,20.295,2026-07-04,0.63,0.0310421286,744.7800293,0.01010365437
SPY260709C00728000,2026-07-02 13:55:03+00:00,728.0,16.4,17.15,17.8,-4.59,-21.867558,5.0,10,0.16022568298339845,True,REGULAR,USD,2026-07-09,call,17.475,2026-07-04,0.65,0.03719599428,744.7800293,0.01010365437
SPY260709C00729000,2026-07-02 18:12:41+00:00,729.0,15.18,16.24,16.88,-4.3099995,-22.113901,1.0,11,0.15729602478027344,True,REGULAR,USD,2026-07-09,call,16.56,2026-07-04,0.64,0.038647343,744.7800293,0.01010365437
SPY260709C00730000,2026-07-02 19:54:47+00:00,730.0,15.59,15.34,15.97,-3.5200005,-18.419678,225.0,229,0.15448843566894532,True,REGULAR,USD,2026-07-09,call,15.655000000000001,2026-07-04,0.63,0.04024273395,744.7800293,0.01010365437
SPY260709C00731000,2026-06-29 14:16:03+00:00,731.0,10.35,14.47,15.07,0.0,0.0,10.0,50,0.1516808465576172,True,REGULAR,USD,2026-07-09,call,14.77,2026-07-04,0.6,0.04062288422,744.7800293,0.01010365437
SPY260709C00732000,2026-07-02 18:33:23+00:00,732.0,13.07,13.61,14.17,-3.9700012,-23.298128,13.0,21,0.14850705017089844,True,REGULAR,USD,2026-07-09,call,13.89,2026-07-04,0.56,0.04031677466,744.7800293,0.01010365437
SPY260709C00733000,2026-07-02 18:33:23+00:00,733.0,12.26,12.76,13.27,-4.24,-25.696968,5.0,203,0.14496704650878905,True,REGULAR,USD,2026-07-09,call,13.015,2026-07-04,0.51,0.03918555513,744.7800293,0.01010365437
SPY260709C00734000,2026-07-02 20:02:34+00:00,734.0,12.1,11.91,12.42,-3.2299995,-21.069796,60.0,128,0.14283083740234376,True,REGULAR,USD,2026-07-09,call,12.165,2026-07-04,0.51,0.04192355117,744.7800293,0.01010365437
SPY260709C00735000,2026-07-02 20:12:48+00:00,735.0,11.0,11.16,11.55,-3.3400002,-23.291492,131.0,1154,0.13953497192382813,True,REGULAR,USD,2026-07-09,call,11.355,2026-07-04,0.39,0.03434610304,744.7800293,0.01010365437
SPY260709C00736000,2026-07-02 20:14:15+00:00,736.0,10.52,10.36,10.69,-2.1899996,-17.230524,111.0,271,0.1360560028076172,True,REGULAR,USD,2026-07-09,call,10.524999999999999,2026-07-04,0.33,0.03135391924,744.7800293,0.01010365437
SPY260709C00737000,2026-07-02 19:27:41+00:00,737.0,8.11,9.47,9.89,-4.58,-36.09141,379.0,266,0.13404186279296876,True,REGULAR,USD,2026-07-09,call,9.68,2026-07-04,0.42,0.04338842975,744.7800293,0.01010365437
SPY260709C00738000,2026-07-02 19:53:13+00:00,738.0,9.26,8.74,9.09,-3.9399996,-29.848484,499.0,558,0.13141737731933595,True,REGULAR,USD,2026-07-09,call,8.915,2026-07-04,0.35,0.03925967471,744.7800293,0.01010365437
SPY260709C00739000,2026-07-02 19:56:17+00:00,739.0,8.27,8.03,8.19,-2.5199995,-23.354954,397.0,210,0.1251918536376953,True,REGULAR,USD,2026-07-09,call,8.11,2026-07-04,0.16,0.01972872996,744.7800293,0.01010365437
SPY260709C00740000,2026-07-02 20:09:55+00:00,740.0,7.41,7.29,7.44,-1.04,-12.307693,921.0,553,0.12287254089355469,True,REGULAR,USD,2026-07-09,call,7.365,2026-07-04,0.15,0.02036659878,744.7800293,0.01010365437
SPY260709C00741000,2026-07-02 20:05:15+00:00,741.0,6.37,6.53,6.73,-2.2300005,-25.930237,678.0,284,0.1209194354248047,True,REGULAR,USD,2026-07-09,call,6.630000000000001,2026-07-04,0.2,0.03016591252,744.7800293,0.01010365437
SPY260709C00742000,2026-07-02 20:09:32+00:00,742.0,5.91,5.84,6.03,-1.19,-16.760563,1195.0,349,0.11841701904296875,True,REGULAR,USD,2026-07-09,call,5.9350000000000005,2026-07-04,0.19,0.03201347936,744.7800293,0.01010365437
SPY260709C00743000,2026-07-02 20:14:11+00:00,743.0,5.31,5.25,5.31,-1.9000001,-26.35229,2821.0,305,0.11463287719726564,True,REGULAR,USD,2026-07-09,call,5.279999999999999,2026-07-04,0.06,0.01136363636,744.7800293,0.01010365437
SPY260709C00744000,2026-07-02 20:14:40+00:00,744.0,4.68,4.64,4.68,-2.4,-33.898308,1864.0,415,0.11237459899902343,True,REGULAR,USD,2026-07-09,call,4.66,2026-07-04,0.04,0.008583690987,744.7800293,0.01010365437
SPY260709C00745000,2026-07-02 20:14:49+00:00,745.0,4.1,4.06,4.09,-1.0100002,-19.76517,2513.0,526,0.11017735534667968,False,REGULAR,USD,2026-07-09,call,4.074999999999999,2026-07-04,0.03,0.00736196319,744.7800293,0.01010365437
SPY260709C00746000,2026-07-02 20:07:20+00:00,746.0,3.48,3.51,3.54,-1.0999999,-24.017466,1638.0,369,0.1081021807861328,False,REGULAR,USD,2026-07-09,call,3.525,2026-07-04,0.03,0.008510638298,744.7800293,0.01010365437
SPY260709C00747000,2026-07-02 20:14:25+00:00,747.0,3.01,3.0,3.04,-1.0899999,-26.585365,2553.0,603,0.10624062713623048,False,REGULAR,USD,2026-07-09,call,3.02,2026-07-04,0.04,0.01324503311,744.7800293,0.01010365437
SPY260709C00748000,2026-07-02 20:09:20+00:00,748.0,2.52,2.54,2.57,-1.1600001,-31.52174,2224.0,857,0.10407390075683592,False,REGULAR,USD,2026-07-09,call,2.5549999999999997,2026-07-04,0.03,0.01174168297,744.7800293,0.01010365437
SPY260709C00749000,2026-07-02 20:14:41+00:00,749.0,2.15,2.12,2.15,-1.06,-33.021805,1781.0,431,0.10212079528808593,False,REGULAR,USD,2026-07-09,call,2.135,2026-07-04,0.03,0.01405152225,744.7800293,0.01010365437
SPY260709C00750000,2026-07-02 20:14:13+00:00,750.0,1.76,1.76,1.77,-1.02,-36.690647,5794.0,1127,0.1001066552734375,False,REGULAR,USD,2026-07-09,call,1.7650000000000001,2026-07-04,0.01,0.00566572238,744.7800293,0.01010365437
SPY260709C00751000,2026-07-02 20:14:39+00:00,751.0,1.44,1.43,1.45,-1.1799998,-45.038162,3244.0,513,0.09858079162597656,False,REGULAR,USD,2026-07-09,call,1.44,2026-07-04,0.02,0.01388888889,744.7800293,0.01010365437
SPY260709C00752000,2026-07-02 20:13:09+00:00,752.0,1.17,1.15,1.17,-0.82000005,-41.20603,2888.0,729,0.09705492797851564,False,REGULAR,USD,2026-07-09,call,1.16,2026-07-04,0.02,0.01724137931,744.7800293,0.01010365437
SPY260709C00753000,2026-07-02 20:14:52+00:00,753.0,0.94,0.92,0.93,-0.85999995,-47.77778,1619.0,466,0.09559009887695313,False,REGULAR,USD,2026-07-09,call,0.925,2026-07-04,0.01,0.01081081081,744.7800293,0.01010365437
SPY260709C00754000,2026-07-02 20:14:36+00:00,754.0,0.73,0.72,0.73,-0.59000003,-44.69697,1305.0,380,0.09430837341308594,False,REGULAR,USD,2026-07-09,call,0.725,2026-07-04,0.01,0.01379310345,744.7800293,0.01010365437
SPY260709C00755000,2026-07-02 20:12:41+00:00,755.0,0.58,0.56,0.57,-0.56,-49.122807,1932.0,841,0.09333182067871094,False,REGULAR,USD,2026-07-09,call,0.565,2026-07-04,0.01,0.01769911504,744.7800293,0.01010365437
SPY260709C00756000,2026-07-02 20:13:13+00:00,756.0,0.43,0.43,0.44,-0.44,-50.574715,803.0,348,0.09253837158203124,False,REGULAR,USD,2026-07-09,call,0.435,2026-07-04,0.01,0.02298850575,744.7800293,0.01010365437
SPY260709C00757000,2026-07-02 20:13:55+00:00,757.0,0.33,0.33,0.34,-0.43999997,-57.142853,1470.0,193,0.09205009521484375,False,REGULAR,USD,2026-07-09,call,0.335,2026-07-04,0.01,0.02985074627,744.7800293,0.01010365437
SPY260709C00758000,2026-07-02 20:14:32+00:00,758.0,0.26,0.25,0.26,-0.28000003,-51.851856,888.0,156,0.09156181884765624,False,REGULAR,USD,2026-07-09,call,0.255,2026-07-04,0.01,0.03921568627,744.7800293,0.01010365437
SPY260709C00759000,2026-07-02 20:13:44+00:00,759.0,0.19,0.19,0.2,-0.24000001,-55.813957,2098.0,336,0.09156181884765624,False,REGULAR,USD,2026-07-09,call,0.195,2026-07-04,0.01,0.05128205128,744.7800293,0.01010365437
SPY260709C00760000,2026-07-02 20:12:29+00:00,760.0,0.14,0.13,0.15,-0.21,-59.999996,1488.0,435,0.0913176806640625,False,REGULAR,USD,2026-07-09,call,0.14,2026-07-04,0.02,0.1428571429,744.7800293,0.01010365437
SPY260709C00761000,2026-07-02 20:07:28+00:00,761.0,0.1,0.1,0.11,-0.15,-60.000004,1087.0,124,0.090829404296875,False,REGULAR,USD,2026-07-09,call,0.10500000000000001,2026-07-04,0.01,0.09523809524,744.7800293,0.01010365437
SPY260709C00762000,2026-07-02 20:11:19+00:00,762.0,0.07,0.07,0.08,-0.11000001,-61.11111,152.0,222,0.0903411279296875,False,REGULAR,USD,2026-07-09,call,0.07500000000000001,2026-07-04,0.01,0.1333333333,744.7800293,0.01010365437
SPY260709C00763000,2026-07-02 20:10:23+00:00,763.0,0.06,0.05,0.06,-0.05,-45.454548,128.0,81,0.090829404296875,False,REGULAR,USD,2026-07-09,call,0.055,2026-07-04,0.01,0.1818181818,744.7800293,0.01010365437
SPY260709C00764000,2026-07-02 20:01:33+00:00,764.0,0.05,0.04,0.05,-0.029999997,-37.499996,1945.0,1932,0.0922942333984375,False,REGULAR,USD,2026-07-09,call,0.045,2026-07-04,0.01,0.2222222222,744.7800293,0.01010365437
SPY260709C00765000,2026-07-02 20:05:10+00:00,765.0,0.03,0.03,0.04,-0.060000002,-66.66667,257.0,253,0.0937590625,False,REGULAR,USD,2026-07-09,call,0.035,2026-07-04,0.01,0.2857142857,744.7800293,0.01010365437
SPY260709C00766000,2026-07-02 19:45:59+00:00,766.0,0.03,0.03,0.04,-0.01,-25.0,75.0,1848,0.0976652734375,False,REGULAR,USD,2026-07-09,call,0.035,2026-07-04,0.01,0.2857142857,744.7800293,0.01010365437
SPY260709P00670000,2026-07-02 19:48:05+00:00,670.0,0.05,0.03,0.04,-0.029999997,-37.499996,163.0,62,0.31641308593749995,False,REGULAR,USD,2026-07-09,put,0.035,2026-07-04,0.01,0.2857142857,744.7800293,0.01010365437
SPY260709P00675000,2026-07-02 17:58:25+00:00,675.0,0.07,0.03,0.04,0.0,0.0,67.0,84,0.29492892578124996,False,REGULAR,USD,2026-07-09,put,0.035,2026-07-04,0.01,0.2857142857,744.7800293,0.01010365437
SPY260709P00680000,2026-07-02 20:14:50+00:00,680.0,0.04,0.03,0.04,-0.04,-50.0,160.0,97,0.27539787109374997,False,REGULAR,USD,2026-07-09,put,0.035,2026-07-04,0.01,0.2857142857,744.7800293,0.01010365437
SPY260709P00685000,2026-07-02 19:54:35+00:00,685.0,0.04,0.04,0.05,-0.050000004,-55.555557,201.0,116,0.2617261328125,False,REGULAR,USD,2026-07-09,put,0.045,2026-07-04,0.01,0.2222222222,744.7800293,0.01010365437
SPY260709P00690000,2026-07-02 19:15:54+00:00,690.0,0.11,0.05,0.06,0.009999998,9.999998,119.0,215,0.247077841796875,False,REGULAR,USD,2026-07-09,put,0.055,2026-07-04,0.01,0.1818181818,744.7800293,0.01010365437
SPY260709P00695000,2026-07-02 18:56:16+00:00,695.0,0.1,0.06,0.07,-0.029999994,-23.07692,1687.0,205,0.2309647216796875,False,REGULAR,USD,2026-07-09,put,0.065,2026-07-04,0.01,0.1538461538,744.7800293,0.01010365437
SPY260709P00700000,2026-07-02 19:34:26+00:00,700.0,0.07,0.07,0.08,-0.089999996,-56.25,108.0,440,0.2133867724609375,False,REGULAR,USD,2026-07-09,put,0.07500000000000001,2026-07-04,0.01,0.1333333333,744.7800293,0.01010365437
SPY260709P00701000,2026-07-02 20:00:20+00:00,701.0,0.08,0.08,0.09,-0.15,-65.21739,14.0,204,0.2124102197265625,False,REGULAR,USD,2026-07-09,put,0.08499999999999999,2026-07-04,0.01,0.1176470588,744.7800293,0.01010365437
SPY260709P00702000,2026-07-02 20:02:22+00:00,702.0,0.1,0.08,0.09,-0.10999999,-52.38095,48.0,130,0.20801573242187496,False,REGULAR,USD,2026-07-09,put,0.08499999999999999,2026-07-04,0.01,0.1176470588,744.7800293,0.01010365437
SPY260709P00703000,2026-07-02 19:29:49+00:00,703.0,0.17,0.08,0.09,-0.019999996,-10.526314,308.0,93,0.20410952148437497,False,REGULAR,USD,2026-07-09,put,0.08499999999999999,2026-07-04,0.01,0.1176470588,744.7800293,0.01010365437
SPY260709P00704000,2026-07-02 20:14:24+00:00,704.0,0.09,0.09,0.1,-0.22999999,-71.875,121.0,87,0.20215641601562498,False,REGULAR,USD,2026-07-09,put,0.095,2026-07-04,0.01,0.1052631579,744.7800293,0.01010365437
SPY260709P00705000,2026-07-02 19:02:19+00:00,705.0,0.17,0.09,0.1,-0.03999999,-19.047615,102.0,229,0.198250205078125,False,REGULAR,USD,2026-07-09,put,0.095,2026-07-04,0.01,0.1052631579,744.7800293,0.01010365437
SPY260709P00706000,2026-07-02 19:57:02+00:00,706.0,0.1,0.1,0.11,-0.3,-75.0,46.0,43,0.196297099609375,False,REGULAR,USD,2026-07-09,put,0.10500000000000001,2026-07-04,0.01,0.09523809524,744.7800293,0.01010365437
SPY260709P00707000,2026-07-02 19:54:35+00:00,707.0,0.12,0.11,0.12,-0.080000006,-40.000004,542.0,72,0.194343994140625,False,REGULAR,USD,2026-07-09,put,0.11499999999999999,2026-07-04,0.01,0.08695652174,744.7800293,0.01010365437
